ï»¿X;Y;FID;AÃ±o;IdAccident;Latitud;longitud;ClaseAccid;Fecha;Hora;RegiÃ³n;Comuna;Tipo_Accid;Tipo__CONA;Zona;UbicaciÃ³n;Causa__CON;Causa_Acci;Calle_Uno;Calle_Dos;Intersecci;NÃºmero;Ruta;Ubicaci_1;Calzada;Tipo_Calza;Estado_Cal;CondiciÃ³n;Estado_Atm;Fallecidos;Graves;Menos_Grav;Leves
-7856601,713;-3957875,815;51;2024;1587208;-33,470148;-70,577054;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;COLISION FRONTAL;COLISION;URBANA;ROTONDA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;AMERICO VESPUCIO;GRECIA;AMERICO VESPUCIO - GRECIA;0;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7855423,841;-3959678,85;52;2024;1587210;-33,483658;-70,566473;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;COLISION FRONTAL;COLISION;URBANA;CRUCE SIN SENALIZACION;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;LOS PRESIDENTES;LAGO RUPANCO;LAGO RUPANCO - LOS PRESIDENTES;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7858113,098;-3963201,785;53;2024;1587211;-33,510049;-70,590631;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL PEATON;IMPRUDENCIA DEL PEATON;AMERICO VESPUCIO;DEPARTAMENTAL;AMERICO VESPUCIO - DEPARTAMENTAL;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;1;0;0
-7853674,344;-3961024,97;54;2024;1587213;-33,493743;-70,550757;1;2024/01/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;COLISION LATERAL;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CONSISTORIAL;QUILIN;CONSISTORIAL - QUILIN;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7876700,113;-3945034,749;55;2024;1587215;-33,37387;-70,757601;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUILICURA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CAMINO LO ECHEVERS;SALADILLO;CAMINO LO ECHEVERS - SALADILLO;0;;;BIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;1
-7866561,69;-3944914,379;56;2024;1587219;-33,372967;-70,666526;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUILICURA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;AMERICO VESPUCIO;;- AMERICO VESPUCIO;18000;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;2
-7857262,172;-3971179,917;57;2024;1587227;-33,569785;-70,582987;1;2024/01/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CONCHA Y TORO;;- CONCHA Y TORO;3919;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7870829,68;-3942784,58;58;2024;1587228;-33,356988;-70,704866;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUILICURA;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO;PDTE EDUARDO FREI MONTALVA;LO MARCOLETA;LO MARCOLETA - PDTE EDUARDO FREI MONTALVA;0;;;UNIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7858202,265;-3973765,686;59;2024;1587240;-33,589137;-70,591432;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GABRIELA PONIENTE;ALC JUAN DE DIOS MALEBRAN;ALC JUAN DE DIOS MALEBRAN - GABRIELA PONIENTE;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7925752,379;-3986083,846;60;2024;1587243;-33,681267;-71,198245;1;2024/01/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR VEHICULO EN RETROCESO;GENERAL SAN MARTIN;VICUNA MACKENNA;GENERAL SAN MARTIN - VICUNA MACKENNA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7867007,08;-3933348,807;61;2024;1587244;-33,28616;-70,670527;1;2024/01/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;COLINA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;CHICUREO;;- CHICUREO;2880;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7866471,633;-3922942,879;62;2024;1587253;-33,207983;-70,665717;1;2024/01/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;COLINA;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;SAN LUIS;ALPATACAL;ALPATACAL - SAN LUIS;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;3
-7857444,958;-3970380,466;63;2024;1587255;-33,563801;-70,584629;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA FLORIDA;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;VICUNA MACKENNA;DIEGO PORTALES;DIEGO PORTALES - VICUNA MACKENNA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;1;0;0;0
-7872663,112;-3937105,252;64;2024;1587270;-33,314364;-70,721336;1;2024/01/23 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;COLINA;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PDTE EDUARDO FREI MONTALVA;;- PDTE EDUARDO FREI MONTALVA;16200;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7854550,763;-3973551,074;65;2024;1587272;-33,587531;-70,55863;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CANAL TRONCAL SAN FRANCISCO;ANGEL PIMENTEL;ANGEL PIMENTEL - CANAL TRONCAL SAN FRANCISCO;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7867829,285;-3922389,945;66;2024;1587274;-33,203827;-70,677913;1;2024/01/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;COLINA;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON;INMACULADA CONCEPCION;;- INMACULADA CONCEPCION;170;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7866187,768;-3973231,435;67;2024;1587275;-33,585139;-70,663167;1;2024/01/23 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;SAN FRANCISCO;LO BLANCO;LO BLANCO - SAN FRANCISCO;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7867558,445;-3922589,642;68;2024;1587278;-33,205328;-70,67548;1;2024/01/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;COLINA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;VELOCIDAD IMPRUDENTE;VELOCIDAD NO RAZONABLE NI PRUDENTE;ALPATACAL;;- ALPATACAL;21;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7867692,808;-3972866,774;69;2024;1587282;-33,58241;-70,676687;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON;LOS MORROS;LO BLANCO;LO BLANCO - LOS MORROS;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7867795,89;-3969539,794;70;2024;1587286;-33,557508;-70,677613;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;LOS TREBOLES;GRAN AVDA JOSE MIGUEL CARRERA;GRAN AVDA JOSE MIGUEL CARRERA - LOS TREBOLES;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7866174,521;-3968934,809;71;2024;1587293;-33,552979;-70,663048;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;COLISION LATERAL;COLISION;URBANA;CRUCE CON SENAL PARE;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL PARE;LOS AVIADORES;ELEUTERIO RAMIREZ;ELEUTERIO RAMIREZ - LOS AVIADORES;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;1;0;0
-7861230,934;-3960203,798;72;2024;1587299;-33,487591;-70,618639;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SAN JOAQUIN;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;ALC CARLOS VALDOVINOS;VICUNA MACKENNA;ALC CARLOS VALDOVINOS - VICUNA MACKENNA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7927637,797;-3986573,342;73;2024;1587308;-33,684926;-71,215182;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;COLISION;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;MERCED;ORTUZAR;MERCED - ORTUZAR;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7890229,327;-3932918,02;74;2024;1587310;-33,282925;-70,879136;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAMPA;CHOQUE LADO/FRENTE;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;FRANCIA;;- FRANCIA;640;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7888826,145;-3934470,925;75;2024;1587311;-33,294586;-70,866531;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAMPA;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;BARROS LUCO;LOS HALCONES;BARROS LUCO - LOS HALCONES;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7927502,989;-3986891,077;76;2024;1587315;-33,687301;-71,213971;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;MERCED;SERRANO;MERCED - SERRANO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7882309,28;-3971648,739;77;2024;1587321;-33,573294;-70,807989;1;2024/01/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PADRE HURTADO;CHOQUE;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;SAN MARCOS;;- SAN MARCOS;2070;;;UNIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7882293,695;-3971349,193;78;2024;1587322;-33,571052;-70,807849;1;2024/01/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PADRE HURTADO;CHOQUE;CHOQUE;RURAL;TRAMO DE VIA RECTA;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;QUITO;;- QUITO;608;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7871447,169;-3960825,678;79;2024;1587335;-33,49225;-70,710413;1;2024/01/29 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;CAIDA;CAIDA;URBANA;CRUCE CON SENAL CEDA EL PASO;VELOCIDAD IMPRUDENTE;VELOCIDAD NO REDUCIR CRUCE DE CALLES, CUMBRE, CURVA, ETC.;FELIX MARGOZ;GABRIELA MISTRAL;FELIX MARGOZ - GABRIELA MISTRAL;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7856232,8;-3973800,297;80;2024;1587342;-33,589396;-70,57374;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;CHOQUE LADO/POSTERIOR;CHOQUE;URBANA;ACERA O BERMA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;NEMESIO VICUNA;;- NEMESIO VICUNA;3766;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7865348,531;-3954492,58;81;2024;1587348;-33,444792;-70,655628;1;2024/01/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;DIECIOCHO;LIBER BERNARDO O'HIGGINS;DIECIOCHO - LIBER BERNARDO O'HIGGINS;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;1;0
-7863673,395;-3968937,614;82;2024;1587350;-33,553;-70,64058;1;2024/01/17 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SAN RAMON;COLISION;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL CEDA EL PASO;ESPERANZA;INDEPENDENCIA;ESPERANZA - INDEPENDENCIA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7863491,833;-3953266,608;83;2024;1587351;-33,435602;-70,638949;1;2024/01/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CARD JOSE MARIA CARO;PURISIMA;CARD JOSE MARIA CARO - PURISIMA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7866866,595;-3955039,306;84;2024;1587357;-33,44889;-70,669265;1;2024/01/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;PORTUGAL;MARIN;MARIN - PORTUGAL;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7859740,7;-3972871,05;85;2024;1587365;-33,582442;-70,605252;1;2024/01/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GABRIELA PONIENTE;CLEOPATRA;CLEOPATRA - GABRIELA PONIENTE;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7864023,606;-3954987,541;86;2024;1587370;-33,448502;-70,643726;1;2024/01/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;CHOQUE POSTERIOR/FRENTE;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR VEHICULO EN RETROCESO;SAN ISIDRO;;- SAN ISIDRO;345;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7864126,131;-3967517,247;87;2024;1587373;-33,542366;-70,644647;1;2024/01/17 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SAN RAMON;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR VEHICULO EN RETROCESO;OSSA;LA BANDERA;LA BANDERA - OSSA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7865247,341;-3952857,624;88;2024;1587374;-33,432536;-70,654719;1;2024/01/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;CHOQUE FRENTE/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;MORANDE;PDTE BALMACEDA;MORANDE - PDTE BALMACEDA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7865328,604;-3954555,283;89;2024;1587376;-33,445262;-70,655449;1;2024/01/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;LORD COCHRANE;LIBER BERNARDO O'HIGGINS;LIBER BERNARDO O'HIGGINS - LORD COCHRANE;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0
-7859012,893;-3964889,346;90;2024;1587379;-33,522688;-70,598714;1;2024/01/05 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA FLORIDA;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;COSMITO;SAN JOSE DE LA ESTRELLA;COSMITO - SAN JOSE DE LA ESTRELLA;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7877129,25;-3965951,893;91;2024;1587395;-33,530645;-70,761456;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MAIPU;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CAMINO A MELIPILLA;SAN FRANCISCO DE ASIS;CAMINO A MELIPILLA - SAN FRANCISCO DE ASIS;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856412,692;-3970159,639;92;2024;1587403;-33,562148;-70,575356;1;2024/01/06 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA FLORIDA;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;DIEGO PORTALES;EL ARAUCANO;DIEGO PORTALES - EL ARAUCANO;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856585,349;-3956065,989;93;2024;1587405;-33,456585;-70,576907;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;NUNOA;COLISION;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;DIAG ORIENTE;CAUQUENES;CAUQUENES - DIAG ORIENTE;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7863485,822;-3954094,625;94;2024;1587414;-33,441809;-70,638895;1;2024/01/23 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;MARCOLETA;PORTUGAL;MARCOLETA - PORTUGAL;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0
-7857107,883;-3955792,332;95;2024;1587417;-33,454534;-70,581601;1;2024/01/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;NUNOA;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IRARRAZAVAL;;- IRARRAZAVAL;4650;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7859228,964;-3954939,912;96;2024;1587419;-33,448145;-70,600655;1;2024/01/29 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;NUNOA;COLISION;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;SUECIA;SUCRE;SUCRE - SUECIA;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7857126,362;-3955800,07;97;2024;1587422;-33,454592;-70,581767;1;2024/01/29 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;NUNOA;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;IRARRAZAVAL;;- IRARRAZAVAL;4626;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856770,028;-3959275,912;98;2024;1587429;-33,480639;-70,578566;1;2024/01/09 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SENAL CEDA EL PASO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;AMERICO VESPUCIO;LOS PRESIDENTES;AMERICO VESPUCIO - LOS PRESIDENTES;0;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7853539,759;-3960375,583;99;2024;1587435;-33,488878;-70,549548;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;COLISION FRONTAL;COLISION;URBANA;VIA PRIVADA DE USO PUBLICO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CONSISTORIAL;LOS PRESIDENTES;CONSISTORIAL - LOS PRESIDENTES;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856398,889;-3968560,132;100;2024;1587450;-33,550174;-70,575232;1;2024/01/06 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA FLORIDA;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO;EL MARMOL;JOSE MIGUEL CARRERA;EL MARMOL - JOSE MIGUEL CARRERA;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;1;1
-7856255,064;-3966628,571;101;2024;1587457;-33,535712;-70,57394;1;2024/01/07 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA FLORIDA;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;ROJAS MAGALLANES;LA FLORIDA;LA FLORIDA - ROJAS MAGALLANES;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
